"review_class","recipe_id","output_id","ordinary_input_id","compressed_1x_candidate","compressed_2x_candidate","material_family","source","source_path","decision"
"foundational-first-pass","quark:tweaks/crafting/utility/chest_boat/direct_dark_oak_chest_boat","minecraft:dark_oak_chest_boat","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","Quark-4.1-482.jar","data/quark/recipe/tweaks/crafting/utility/chest_boat/direct_dark_oak_chest_boat.json","unreviewed"
"foundational-first-pass","quark:tweaks/crafting/utility/chest_boat/direct_jungle_chest_boat","minecraft:jungle_chest_boat","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","Quark-4.1-482.jar","data/quark/recipe/tweaks/crafting/utility/chest_boat/direct_jungle_chest_boat.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/oak_ladder","minecraft:ladder","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/oak_ladder.json","unreviewed"
"foundational-first-pass","quark:tweaks/crafting/utility/chest_boat/direct_mangrove_chest_boat","minecraft:mangrove_chest_boat","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","Quark-4.1-482.jar","data/quark/recipe/tweaks/crafting/utility/chest_boat/direct_mangrove_chest_boat.json","unreviewed"
"foundational-first-pass","quark:tweaks/crafting/utility/chest_boat/direct_oak_chest_boat","minecraft:oak_chest_boat","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","Quark-4.1-482.jar","data/quark/recipe/tweaks/crafting/utility/chest_boat/direct_oak_chest_boat.json","unreviewed"
"foundational-first-pass","quark:tweaks/crafting/utility/chest_boat/direct_spruce_chest_boat","minecraft:spruce_chest_boat","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","Quark-4.1-482.jar","data/quark/recipe/tweaks/crafting/utility/chest_boat/direct_spruce_chest_boat.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_copper_door_from_adding_wax","minecraft:waxed_copper_door","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_copper_door_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_copper_trapdoor_from_adding_wax","minecraft:waxed_copper_trapdoor","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_copper_trapdoor_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_exposed_copper_door_from_adding_wax","minecraft:waxed_exposed_copper_door","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_exposed_copper_door_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_exposed_copper_trapdoor_from_adding_wax","minecraft:waxed_exposed_copper_trapdoor","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_exposed_copper_trapdoor_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_oxidized_copper_door_from_adding_wax","minecraft:waxed_oxidized_copper_door","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_oxidized_copper_door_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_oxidized_copper_trapdoor_from_adding_wax","minecraft:waxed_oxidized_copper_trapdoor","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_oxidized_copper_trapdoor_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_weathered_copper_door_from_adding_wax","minecraft:waxed_weathered_copper_door","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_weathered_copper_door_from_adding_wax.json","unreviewed"
"foundational-first-pass","create:deploying/waxed_weathered_copper_trapdoor_from_adding_wax","minecraft:waxed_weathered_copper_trapdoor","minecraft:honeycomb_block","allthecompressed:honeycomb_block_1x","allthecompressed:honeycomb_block_2x","honeycomb_block","create-1.21.1-6.0.10.jar","data/create/recipe/deploying/waxed_weathered_copper_trapdoor_from_adding_wax.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/acacia_chest","quark:acacia_chest","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/acacia_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/acacia_ladder","quark:acacia_ladder","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/acacia_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/birch_chest","quark:birch_chest","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/birch_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/birch_ladder","quark:birch_ladder","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/birch_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/furnaces/blackstone_furnace","quark:blackstone_furnace","minecraft:blackstone","allthecompressed:blackstone_1x","allthecompressed:blackstone_2x","blackstone","Quark-4.1-482.jar","data/quark/recipe/building/crafting/furnaces/blackstone_furnace.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/cherry_chest","quark:cherry_chest","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/cherry_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/cherry_ladder","quark:cherry_ladder","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/cherry_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/dark_oak_chest","quark:dark_oak_chest","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/dark_oak_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/dark_oak_ladder","quark:dark_oak_ladder","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/dark_oak_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/furnaces/deepslate_furnace","quark:deepslate_furnace","minecraft:cobbled_deepslate","allthecompressed:cobbled_deepslate_1x","allthecompressed:cobbled_deepslate_2x","cobbled_deepslate","Quark-4.1-482.jar","data/quark/recipe/building/crafting/furnaces/deepslate_furnace.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/jungle_chest","quark:jungle_chest","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/jungle_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/jungle_ladder","quark:jungle_ladder","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/jungle_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/mangrove_chest","quark:mangrove_chest","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/mangrove_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/mangrove_ladder","quark:mangrove_ladder","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/mangrove_ladder.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/oak_chest","quark:oak_chest","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/oak_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/chests/spruce_chest","quark:spruce_chest","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/chests/spruce_chest.json","unreviewed"
"foundational-first-pass","quark:building/crafting/ladders/spruce_ladder","quark:spruce_ladder","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","Quark-4.1-482.jar","data/quark/recipe/building/crafting/ladders/spruce_ladder.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:acacia_barrel","sophisticatedstorage:barrel","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/acacia_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:birch_barrel","sophisticatedstorage:barrel","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/birch_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:cherry_barrel","sophisticatedstorage:barrel","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/cherry_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:dark_oak_barrel","sophisticatedstorage:barrel","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/dark_oak_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:jungle_barrel","sophisticatedstorage:barrel","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/jungle_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:mangrove_barrel","sophisticatedstorage:barrel","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/mangrove_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:oak_barrel","sophisticatedstorage:barrel","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/oak_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:spruce_barrel","sophisticatedstorage:barrel","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/spruce_barrel.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:acacia_chest","sophisticatedstorage:chest","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/acacia_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:birch_chest","sophisticatedstorage:chest","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/birch_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:cherry_chest","sophisticatedstorage:chest","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/cherry_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:dark_oak_chest","sophisticatedstorage:chest","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/dark_oak_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:jungle_chest","sophisticatedstorage:chest","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/jungle_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:mangrove_chest","sophisticatedstorage:chest","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/mangrove_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:oak_chest","sophisticatedstorage:chest","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/oak_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:spruce_chest","sophisticatedstorage:chest","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/spruce_chest.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:acacia_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/acacia_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:birch_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/birch_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:cherry_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/cherry_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:dark_oak_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/dark_oak_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:jungle_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/jungle_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:mangrove_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/mangrove_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:oak_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/oak_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:spruce_limited_barrel_1","sophisticatedstorage:limited_barrel_1","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/spruce_limited_barrel_1.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:acacia_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/acacia_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:birch_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/birch_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:cherry_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/cherry_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:dark_oak_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/dark_oak_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:jungle_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/jungle_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:mangrove_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/mangrove_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:oak_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/oak_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:spruce_limited_barrel_2","sophisticatedstorage:limited_barrel_2","minecraft:spruce_planks","allthecompressed:spruce_planks_1x","allthecompressed:spruce_planks_2x","spruce_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/spruce_limited_barrel_2.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:acacia_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:acacia_planks","allthecompressed:acacia_planks_1x","allthecompressed:acacia_planks_2x","acacia_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/acacia_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:birch_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:birch_planks","allthecompressed:birch_planks_1x","allthecompressed:birch_planks_2x","birch_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/birch_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:cherry_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:cherry_planks","allthecompressed:cherry_planks_1x","allthecompressed:cherry_planks_2x","cherry_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/cherry_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:dark_oak_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:dark_oak_planks","allthecompressed:dark_oak_planks_1x","allthecompressed:dark_oak_planks_2x","dark_oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/dark_oak_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:jungle_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:jungle_planks","allthecompressed:jungle_planks_1x","allthecompressed:jungle_planks_2x","jungle_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/jungle_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:mangrove_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:mangrove_planks","allthecompressed:mangrove_planks_1x","allthecompressed:mangrove_planks_2x","mangrove_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/mangrove_limited_barrel_3.json","unreviewed"
"foundational-first-pass","sophisticatedstorage:oak_limited_barrel_3","sophisticatedstorage:limited_barrel_3","minecraft:oak_planks","allthecompressed:oak_planks_1x","allthecompressed:oak_planks_2x","oak_planks","sophisticatedstorage-1.21.1-1.5.85.2071.jar","data/sophisticatedstorage/recipe/oak_limited_barrel_3.json","unreviewed"
